deck,deck_label,deck_title,deck_order,section,no,word,phonetic,word_family,meaning,example,tone,memory,deriv,syn,ant,similar
book,词书,GRE1400 词书,1,Section 3（281-420）,346,deprecate,/ˈdɛprəˌkeɪt/,deprecate（v. 反对，不赞成；贬低）→ deprecation（n. 反对，不赞成；贬低）,v.反对，不赞成；贬低,deprecate violence｜反对/不赞成暴力,贬义-人品/态度,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,347,depress,/dɪˈprɛs/,depress（v. 使沮丧；压低；使萧条）,v.使沮丧；压低；使萧条,learn to depress｜学会使沮丧，压低,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,348,deride,/dɪˈraɪd/,deride（v. 嘲笑，嘲弄）,v.嘲笑，嘲弄,deride the proposal｜嘲笑这个提议,贬义-人品/态度,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,349,derivative,/dɚˈɪvətɪv/; /dɚˈɪvɪtɪv/,derivative（adj. 衍生的，缺乏独创性的；n.衍生物）,adj.衍生的，缺乏独创性的；n.衍生物,derivative work｜衍生作品,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,350,derive from,/dɚˈaɪv ˈfrʌm/,derive from（源于，来自）,源于，来自,derive from Latin｜源自拉丁语,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,351,design,/dɪˈzaɪn/,design（n./v. 设计；计划；意图）,n./v.设计；计划；意图,design a policy｜设计政策,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,352,despair,/dɪˈspɛr/,despair（n./v. 绝望，失望）,n./v.绝望，失望,fall into despair｜陷入绝望,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,353,destructive,/dɪˈstrʌktɪv/,destructive（adj. 破坏性的，毁灭性的）,adj.破坏性的，毁灭性的,destructive criticism｜破坏性的批评,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,354,detached,/dɪˈtætʃt/; /diːˈtætʃt/,detached（adj. 分离的；超然的；公正的）,adj.分离的；超然的；公正的,a detached situation｜分离的，超然的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,355,detect,/dɪˈtɛkt/,detect（v. 察觉，发现，侦查）,v.察觉，发现，侦查,detect a pattern｜察觉到规律,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,356,deter,/dɪˈtɝ/,deter（v. 阻止，威慑）,v.阻止，威慑,deter crime｜遏制犯罪,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,357,deteriorate,/dɪˈtɪriːɚˌeɪt/,deteriorate（v. 恶化，退化，变质）→ deterioration（n. 恶化，退化，变质）,v.恶化，退化，变质,learn to deteriorate｜学会恶化，退化,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,358,detest,/dɪˈtɛst/; /diːˈtɛst/,detest（vt. 憎恶；厌恶；痛恨）,vt.憎恶；厌恶；痛恨,learn to detest｜学会憎恶，厌恶,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,359,detract,/dɪˈtrækt/,detract（v. 贬低，减损）,v.贬低，减损,learn to detract｜学会贬低，减损,贬义-人品/态度,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,360,detrimental,/ˌdɛtrəˈmɛntəl/; /ˌdɛtrəˈmɛnəl/,detrimental（adj. 有害的，不利的）,adj.有害的，不利的,a detrimental effect｜有害影响,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,361,devious,/ˈdiːviːəs/,devious（adj. 迂回的；不诚实的）,adj.迂回的；不诚实的,a devious scheme｜狡诈的阴谋,贬义-人品/态度,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,362,devolve,/dɪˈvɑlv/,devolve（v. 移交，转让；退化）,v.移交，转让；退化,devolve power｜下放权力,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,363,dexterous,/ˈdɛkstərəs/,dexterous（adj. 灵巧的，熟练的）,adj.灵巧的，熟练的,dexterous hands｜灵巧的双手,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,364,diatribe,/ˈdaɪəˌtraɪb/,diatribe（n. 抨击，谴责）,n.抨击，谴责,a bitter diatribe｜尖刻的抨击,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,365,dichotomy,/daɪˈkɑtəmiː/,dichotomy（n. 二分法；截然对立；矛盾）,n.二分法；截然对立；矛盾,a false dichotomy｜错误的二分法,中性-逻辑/结构,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,366,didactic,/daɪˈdæktɪk/,didactic（adj. 说教的，教诲的）,adj.说教的，教诲的,a didactic tone｜说教的语气,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,367,diffident,/ˈdɪfɪdənt/,diffident（adj. 缺乏自信的，羞怯的）,adj.缺乏自信的，羞怯的,a diffident situation｜缺乏自信的，羞怯的情况,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,368,dilatory,/ˈdɪləˌtɔriː/,dilatory（adj. 拖拉的，拖延的）,adj.拖拉的，拖延的,dilatory tactics｜拖延战术,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,369,dilemma,/dɪˈlɛmə/,dilemma（n. 困境，进退两难）,n.困境，进退两难,face a dilemma｜面临两难,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,370,diligent,/ˈdɪlɪdʒənt/,diligent（adj. 勤勉的，刻苦的）,adj.勤勉的，刻苦的,a diligent student｜勤勉的学生,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,371,dim,/ˈdɪm/,dim（adj. 昏暗的，暗淡的；v.变暗淡）,adj.昏暗的，暗淡的；v.变暗淡,a dim light｜昏暗的灯光,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,372,diminish,/dɪˈmɪnɪʃ/,diminish（v. 减少，减小，降低）,v.减少，减小，降低,diminish his influence｜削弱他的影响力,中性-程度/数量,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,373,diminutive,/dɪˈmɪnjətɪv/,diminutive（adj. 小的，小型的；n.微小物）,adj.小的，小型的；n.微小物,a diminutive difference｜小的，小型的差异,中性-程度/数量,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,374,discard,/dɪˈskɑrd/,discard（v./n. 丢弃，抛弃）,v./n.丢弃，抛弃,discard old habits｜抛弃旧习惯,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,375,disciple,/dɪˈsaɪpəl/,disciple（n. 门徒，信徒）,n.门徒，信徒,a case of disciple｜一个关于门徒，信徒的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,376,discomfit,/dɪsˈkʌmfɪt/,discomfit（v. 挫败；使尴尬）,v.挫败；使尴尬,learn to discomfit｜学会挫败，使尴尬,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,377,discordance,/dɪsˈkɔːrdəns/,discordance（n. 不一致，不调和）,n.不一致，不调和,a case of discordance｜一个关于不一致，不调和的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,378,discredit,/dɪˈskrɛdət/,credit（n. 信用；可信度）→ discredit（v. 使失去可信度）,v.使怀疑，使不相信；败坏名誉；n.怀疑，不信任,learn to discredit｜学会使怀疑，使不相信,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,379,discrepant,/dɪˈskrɛpənt/,discrepant（adj. 有差异的；不一致的）,adj.有差异的；不一致的,a discrepant situation｜有差异的，不一致的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,380,discretionary,/dɪˈskrɛʃəˌnɛriː/,discretionary（adj. 自由决定的，酌情决定的）,adj. 自由决定的，酌情决定的,a discretionary situation｜自由决定的，酌情决定的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,381,discriminate,/dɪˈskrɪməˌneɪt/,discriminate（v. 区分；辨别；歧视；区别对待）→ discrimination（n. 歧视；辨别；区别；识别力）,v.区分；辨别；歧视；区别对待,learn to discriminate｜学会区分，辨别,中性-逻辑/结构,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,382,discrimination,/dɪˌskrɪməˈneɪʃən/,discriminate（v. 区分；辨别；歧视；区别对待）→ discrimination（n. 歧视；辨别；区别；识别力）,n.歧视；辨别；区别；识别力,a case of discrimination｜一个关于歧视，辨别的例子,中性-逻辑/结构,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,383,discursive,/dɪˈskɝsɪv/,discursive（adj. 散漫的；离题的）,adj.散漫的；离题的,a discursive situation｜散漫的，离题的情况,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,384,disenchant,/ˌdɪsɪnˈtʃænt/,disenchant（v. 使清醒，使不再着迷）,v.使清醒，使不再着迷,learn to disenchant｜学会使清醒，使不再着迷,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,385,disgorge,/dɪˈsgɔrdʒ/,disgorge（v. 吐出；被迫交出；倾泻）,v.吐出；被迫交出；倾泻,learn to disgorge｜学会吐出，被迫交出,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,386,disgruntle,/dɪsˈɡrʌntəl/,disgruntle（v. 使不满，使不高兴）,v.使不满，使不高兴,learn to disgruntle｜学会使不满，使不高兴,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,387,disinclination,/dɪsɪnkləˈneɪʃən/,disinclination（n. 不愿意，厌恶）,n.不愿意，厌恶,a case of disinclination｜一个关于不愿意，厌恶的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,388,disingenuous,/dɪsɪˈndʒɛnjuːəs/,disingenuous（adj. 不真诚的，不坦率的）,adj.不真诚的，不坦率的,a disingenuous argument｜虚伪/不诚实的论点,褒义-聪明/优秀,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,389,disintegrate,/dɪˈsɪntəˌgreɪt/,disintegrate（v. 瓦解，分裂；碎裂）→ disintegration（n. 瓦解，分裂；碎裂）,v.瓦解，分裂；碎裂,learn to disintegrate｜学会瓦解，分裂,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,390,disinterested,/dɪˈsɪntrɪstɪd/; /dɪˈsɪnrɪstɪd/,disinterested（adj. 公正的，无私的；不感兴趣的）,adj.公正的，无私的；不感兴趣的,a disinterested judge｜公正无私的法官,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,391,dismantle,/dɪˈsmæntəl/; /dɪˈsmænəl/,dismantle（v. 拆开，拆除；废除）,v.拆开，拆除；废除,learn to dismantle｜学会拆开，拆除,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,392,dismiss,/dɪˈsmɪs/,dismiss（v. 解雇；不予考虑；驳回）,v.解雇；不予考虑；驳回,learn to dismiss｜学会解雇，不予考虑,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,393,disorganize,/dɪˈsɔrgəˌnaɪz/,disorganize（v. 扰乱，打乱）→ disorganization（n. 扰乱，打乱）,v.扰乱，打乱,learn to disorganize｜学会扰乱，打乱,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,394,disparage,/dɪˈspɛrɪdʒ/,disparage（v. 贬低，轻视）,v.贬低，轻视,disparage his efforts｜贬低他的努力,贬义-人品/态度,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,395,disparate,/ˈdɪspɚɪt/; /dɪˈspɛrɪt/,disparate（adj. 不同的，迥异的）,adj.不同的，迥异的,disparate groups｜不同的群体,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,396,dispassionate,/dɪˈspæʃənət/,dispassionate（adj. 冷静的，客观的）,adj.冷静的，客观的,a dispassionate analysis｜冷静客观的分析,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,397,dispatch,/dɪˈspætʃ/,dispatch（v./n. 派遣；迅速处理；急件）,v./n.派遣；迅速处理；急件,dispatch troops｜派遣军队,中性-程度/数量,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,398,dispel,/dɪˈspɛl/,dispel（v. 驱散，消除）,v.驱散，消除,dispel doubts｜消除疑虑,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,399,displace,/dɪˈspleɪs/,displace（v. 取代；迫使离开；排水）,v.取代；迫使离开；排水,learn to displace｜学会取代，迫使离开,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,400,disproportionate,/ˌdɪsprəˈpɔrʃənɪt/,disproportionate（adj. 不成比例的，太大的）,adj.不成比例的，太大的,a disproportionate response｜不成比例的回应,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,401,disregard,/ˌdɪsrɪˈgɑrd/,disregard（v./n. 忽视，漠视）,v./n.忽视，漠视,disregard the warning｜忽视警告,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,402,dissemble,/dɪˈsɛmbəl/,dissemble（v. 掩饰，假装，掩盖(真实情感)）,v.掩饰，假装，掩盖(真实情感),dissemble the truth｜隐瞒真相,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,403,dissimilar,/dɪˈsɪməlɚ/,dissimilar（adj. 不同的，不相似的）,adj.不同的，不相似的,dissimilar cases｜不同的案例,中性-逻辑/结构,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,404,distend,/dɪˈstɛnd/,distend（v. ( 使 ) 膨 胀 ， ( 使 ) 扩 张）,v . ( 使 ) 膨 胀 ， ( 使 ) 扩 张,distend the stomach｜使胃膨胀,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,405,distinctive,/dɪˈstɪŋktɪv/,distinctive（adj. 独特的，有特色的）,adj.独特的，有特色的,a distinctive style｜独特风格,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,406,divergent,/daɪˈvɝdʒənt/; /dɪˈvɝdʒənt/,divergent（adj. 有分歧的；不同的）,adj.有分歧的；不同的,a divergent situation｜有分歧的，不同的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,407,diversity,/dɪˈvɝsɪtiː/; /daɪˈvɝsɪtiː/,diversity（n. 多样性，差异）,n.多样性，差异,cultural diversity｜文化多样性,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,408,diverting,/daɪˈvɝtɪŋ/; /dɪˈvɝtɪŋ/,diverting（adj. 有趣的，消遣的）,adj.有趣的，消遣的,a diverting story｜有趣的故事,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,409,divided,/dɪˈvaɪdɪd/,divided（adj. 分裂的；有分歧的）,adj.分裂的；有分歧的,a divided situation｜分裂的，有分歧的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,410,divorced,/dɪˈvɔrst/,divorced（adj. 离婚的；分离的，脱离的）,adj.离婚的；分离的，脱离的,a divorced situation｜离婚的，分离的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,411,doctrinaire,/ˌdɑktrəˈnɛr/,doctrinaire（adj. 空谈理论的，教条主义的）,adj.空谈理论的，教条主义的,a doctrinaire approach｜教条主义的做法,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,412,documentary,/ˌdɑkjəˈmɛntɚiː/; /ˌdɑkjəˈmɛnɚiː/,documentary（n. 纪录片；adj.文件的，记录的）,n.纪录片；adj.文件的，记录的,documentary evidence｜书面证据,中性-逻辑/结构,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,413,dogmatic,/dɑˈgmætɪk/; /dɔˈgmætɪk/,dogmatic（adj. 教条的，武断的）,adj.教条的，武断的,a dogmatic view｜教条的观点,贬义-人品/态度,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,414,doom,/ˈduːm/,doom（n. 厄运，毁灭；v.注定失败）,n.厄运，毁灭；v.注定失败,doom the plan｜使计划注定失败,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,415,douse,/ˈdaʊs/,douse（v. 浇灭；浸入）,v.浇灭；浸入,learn to douse｜学会浇灭，浸入,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,416,dovish,/ˈdoʊvɪʃ/; /ˈdʌvɪʃ/,dovish（adj. 鸽派的，温和的，主张和平的）,adj.鸽派的，温和的，主张和平的,a dovish gesture｜鸽派的，温和的举动,褒义-友好/温和,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,417,downplay,/ˈdaʊˌnpleɪ/,downplay（v. 轻描淡写，贬低）,v.轻描淡写，贬低,downplay the risk｜淡化风险,贬义-人品/态度,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,418,drag,/ˈdræg/,drag（v. 拖拽；n.拖累；令人厌烦的人/事）,v.拖拽；n.拖累；令人厌烦的人/事,a drag on growth｜拖累增长的因素,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,419,dramatic,/drəˈmætɪk/,dramatic（adj. 戏剧的；戏剧性的，巨大的）,adj.戏剧的；戏剧性的，巨大的,a dramatic situation｜戏剧的，戏剧性的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 3（281-420）,420,draw,/ˈdrɔ/,draw（v. 画；拉；吸引；得出；n.平局）,v.画；拉；吸引；得出；n.平局,draw the audience｜吸引观众,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,421,dreary,/ˈdrɪriː/,dreary（adj. 沉闷的，阴郁的；令人沮丧的）,adj.沉闷的，阴郁的；令人沮丧的,a dreary lecture｜枯燥乏味的讲座,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,422,droll,/ˈdroʊl/,droll（adj. 滑稽的，古怪有趣的）,adj.滑稽的，古怪有趣的,a droll story｜滑稽有趣的故事,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,423,dubious,/ˈduːbiːəs/,dubious（adj. 怀疑的，不确定的）,adj.怀疑的，不确定的,a dubious excuse｜可疑的借口,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,424,dull,/ˈdʌl/,dull（adj. 枯燥的；迟钝的；阴暗的；v.使迟钝）,adj.枯燥的；迟钝的；阴暗的；v.使迟钝,a dull lecture｜枯燥的讲座,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,425,dump,/ˈdʌmp/,dump（v. 倾倒；丢弃；n.垃圾场；转储）,v.倾倒；丢弃；n.垃圾场；转储,a case of dump｜一个关于倾倒，丢弃的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,426,duplicate,/ˈduːpləkət/; /ˈduːpləˌkeɪt/,duplicate（v. 复制；adj.复制的；n.复制品）→ duplicity（n. 欺骗）,v.复制；adj.复制的；n.复制品,duplicate the file｜复制文件,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,427,duplicity,/duːˈplɪsɪtiː/,duplicate（v. 复制；adj.复制的；n.复制品）→ duplicity（n. 欺骗）,n.欺骗,political duplicity｜政治上的两面派行为,贬义-人品/态度,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,428,durable,/ˈdʊrəbəl/,durable（adj. 持久的，耐用的）→ durability（n. 持久的，耐用的）,adj.持久的，耐用的,a durable situation｜持久的，耐用的情况,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,429,dwindle,/ˈdwɪndəl/,dwindle（v. 逐渐减少，缩小）,v.逐渐减少，缩小,resources dwindled｜资源减少,中性-程度/数量,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,430,easygoing,/ˈiːziːˈgoʊɪŋ/,easygoing（adj. 随和的，温和的）,adj.随和的，温和的,an easygoing boss｜随和的老板,褒义-友好/温和,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,431,ebb,/ˈɛb/,ebb（v. 衰退，减退；n.退潮，衰退）,v.衰退，减退；n.退潮，衰退,a case of ebb｜一个关于衰退，减退的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,432,eclipse,/ɪˈklɪps/; /əˈklɪps/,eclipse（v. 使失色；n. 日食，月食；衰落）,v.使失色；n. 日食，月食；衰落,eclipse his rivals｜使对手黯然失色,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,433,economy,/ɪˈkɑnəmiː/; /iːˈkɑnəmiː/,economy（n. 经济；节约；adj.经济的，廉价的）,n.经济；节约；adj.经济的，廉价的,practice economy｜厉行节约,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,434,ecstasy,/ˈɛkstəsiː/,ecstasy（n. 狂喜，入迷）,n.狂喜，入迷,be in ecstasy｜欣喜若狂,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,435,efficacious,/ˌɛfəˈkeɪʃəs/,efficacious（adj. 有效的）→ efficacy（n. 有效性；功效）,adj.有效的，灵验的,an efficacious treatment｜有效的治疗,褒义-聪明/优秀,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,436,effusive,/ˈɛfjuːsɪv/,effusive（adj. 感情奔放的，溢于言表的）,adj.感情奔放的，溢于言表的,an effusive welcome｜热情洋溢的欢迎,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,437,egalitarian,/ɪˌgæləˈtɛriːən/,egalitarian（adj. 平等主义的；n.平等主义者）,adj.平等主义的；n.平等主义者,egalitarian ideals｜平等主义理想,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,438,egregious,/ɪˈgriːdʒəs/,egregious（adj. 极坏的，骇人听闻的）,adj.极坏的，骇人听闻的,an egregious error｜极其严重的错误,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,439,elate,/ɪˈleɪt/,elate（v. 使兴高采烈，使欢欣鼓舞）,v.使兴高采烈，使欢欣鼓舞,elate the crowd｜使人群兴高采烈,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,440,elegiac,/ˌɛlɪˈdʒaɪək/,elegiac（adj. 哀悼的，挽歌的）,adj.哀悼的，挽歌的,an elegiac tone｜哀婉的语气,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,441,elementary,/ˌɛləˈmɛntriː/; /ˌɛləˈmɛntɚriː/,elementary（adj. 基本的；初级的）,adj.基本的；初级的,elementary principles｜基本原则,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,442,elicit,/ɪˈlɪsɪt/,elicit（v. 引出，诱出）,v.引出，诱出,elicit a response｜引出回应,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,443,eliminate,/ɪˈlɪməˌneɪt/,eliminate（vt. 消除；排除）→ elimination（n. 消除；排除）,vt.消除；排除,eliminate waste｜消除浪费,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,444,elongate,/ɪˈlɔŋgeɪt/,elongate（v. 拉长，延长）→ elongation（n. 拉长，延长）,v.拉长，延长,learn to elongate｜学会拉长，延长,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,445,elusive,/ɪˈluːsɪv/,elusive（adj. 难懂的，难以捉摸的；逃避的）,adj.难懂的，难以捉摸的；逃避的,an elusive answer｜难以捉摸的答案,贬义-伤害/破坏,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,446,embed,/ɪˈmbɛd/,embed（v. 嵌入，埋置；使深留脑中）,v.嵌入，埋置；使深留脑中,learn to embed｜学会嵌入，埋置,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,447,emblematic,/ˌɛmbləˈmætɪk/,emblematic（adj. 象征性的，典型的）,adj.象征性的，典型的,emblematic of change｜象征变化,中性-逻辑/结构,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,448,embody,/ɪˈmbɑdiː/,embody（v. 体现，包含，化身）,v.体现，包含，化身,embody the ideal｜体现理想,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,449,embrace,/ɛˈmbreɪs/; /ɪˈmbreɪs/,embrace（v./n. 拥抱；接受；包含）,v./n.拥抱；接受；包含,embrace reform｜接受改革,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,450,embryonic,/ˌɛmbriːˈɑnɪk/,embryonic（adj. 胚胎的；未成熟的，初期的）,adj.胚胎的；未成熟的，初期的,an embryonic idea｜萌芽阶段的想法,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,451,emendation,/ˌiːmɛnˈdeɪʃən/,emendation（n. 修订，修改）,n.修订，修改,a case of emendation｜一个关于修订，修改的例子,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,452,emergent,/ɪˈmɝdʒənt/; /ˈiːmɚdʒənt/,emergent（adj. 新兴的，浮现的）,adj.新兴的，浮现的,an emergent trend｜新兴趋势,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,453,eminent,/ˈɛmənənt/,eminent（adj. 著名的，杰出的；明显的）,adj.著名的，杰出的；明显的,an eminent scholar｜杰出的学者,褒义-聪明/优秀,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,454,empirical,/ˌɛˈmpɪrɪkəl/,empirical（adj. 经验主义的，以观察或实验为依据的）,adj.经验主义的，以观察或实验为依据的,empirical evidence｜经验证据,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,455,employ,/ɛˈmplɔɪ/; /ɪˈmplɔɪ/,employ（v. 雇用；使用，利用）,v.雇用；使用，利用,employ a method｜使用方法,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,456,empower,/ɪˈmpaʊɚ/,empower（v. 授权，使能够）,v.授权，使能够,empower citizens｜赋权给公民,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,457,emulate,/ˈɛmjəˌleɪt/,emulate（v. 效仿，努力赶上）→ emulation（n. 效仿，努力赶上）,v.效仿，努力赶上,emulate his success｜效仿他的成功,褒义-聪明/优秀,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,458,enamor,/ɛˈnæmɚ/,enamor（v. 使倾心，使迷恋）,v.使倾心，使迷恋,be enamored of power｜迷恋权力,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,459,encomium,/ɛˈnkɔˌmɪəm/,encomium（n. 赞扬，颂词）,n.赞扬，颂词,deliver an encomium｜发表赞词,中性-动作/状态,,,,,
book,词书,GRE1400 词书,1,Section 4（421-560）,460,encumber,/ɛˈnkʌmbɚ/,encumber（v. 阻碍，拖累）,v.阻碍，拖累,encumber the process｜阻碍流程,贬义-伤害/破坏,,,,,
